player_name,feet,inches,weight(lbs.),college,high_school_name,high_school_state,draft_team,draft_info,birthday
Mewelde Moore,5,11,209,Tulane,Belaire,LA,Minnesota Vikings,Draft: Minnesota Vikings in the 4th round (119th overall) of the 2004 NFL Draft.,
Jerious Norwood,5,11,209,Mississippi St.,Brandon,MI,Atlanta Falcons,Draft: Atlanta Falcons in the 3rd round (79th overall) of the 2006 NFL Draft.,
Raheem Mostert,5,10,205,Purdue,New Smyrna Beach,FL,,,
Brandon LaFell,6,3,210,LSU,Lamar,TX,Carolina Panthers,Draft: Carolina Panthers in the 3rd round (78th overall) of the 2010 NFL Draft.,
Kevin Smith,,,,,,,,,
Ron Dugans,6,2,205,Florida St.,Florida A&M University,FL,Cincinnati Bengals,Draft: Cincinnati Bengals in the 3rd round (66th overall) of the 2000 NFL Draft.,
Scott Miller,,,,,,,,,
Calvin Johnson,6,5,237,Georgia Tech,Sandy Creek,GA,Detroit Lions,Draft: Detroit Lions in the 1st round (2nd overall) of the 2007 NFL Draft.,
Tre'Quan Smith,6,1,210,Central Florida,Village Academy,FL,New Orleans Saints,Draft: New Orleans Saints in the 3rd round (91st overall) of the 2018 NFL Draft.,
Jay Riemersma,6,5,255,Michigan,Zeeland,MI,Buffalo Bills,Draft: Buffalo Bills in the 7th round (244th overall) of the 1996 NFL Draft.,
Brandon Marshall,6,5,232,Central Florida,Lake Howell,FL,Denver Broncos,Draft: Denver Broncos in the 4th round (119th overall) of the 2006 NFL Draft.,3/23/1984
Matt Ryan,6,4,217,San Diego,Regis Jesuit,PA,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (3rd overall) of the 2008 NFL Draft.,4/19/1986
Moe Williams,6,1,205,Kentucky,William H. Spencer,GA,Minnesota Vikings,Draft: Minnesota Vikings in the 3rd round (75th overall) of the 1996 NFL Draft.,
Doug Johnson,,,,,,,,,
Harry Douglas,6,0,183,Louisville,Jonesboro,GA,Atlanta Falcons,Draft: Atlanta Falcons in the 3rd round (84th overall) of the 2008 NFL Draft.,
Chris Cooley,6,3,255,Utah St.,Logan,UT,Washington Redskins,Draft: Washington Redskins in the 3rd round (81st overall) of the 2004 NFL Draft.,
Shaun Hill,6,3,230,Maryland,Parsons,KS,,,
Dwayne Allen,6,3,265,Clemson,Terry Sanford,NC,Indianapolis Colts,Draft: Indianapolis Colts in the 3rd round (64th overall) of the 2012 NFL Draft.,2/24/1990
Michael Gallup,6,1,198,Colorado St.,Monroe Area,GA,Dallas Cowboys,Draft: Dallas Cowboys in the 3rd round (81st overall) of the 2018 NFL Draft.,
Cam Sims,6,5,214,Alabama,Ouachita Parish,LA,,,
Steven Sims,5,10,176,Kansas,Travis,TX,,,
Keary Colbert,6,1,205,USC,Hueneme,CA,Carolina Panthers,Draft: Carolina Panthers in the 2nd round (62nd overall) of the 2004 NFL Draft.,
Andre Roberts,5,11,195,The Citadel,Spring Valley,SC,Arizona Cardinals,Draft: Arizona Cardinals in the 3rd round (88th overall) of the 2010 NFL Draft.,
Matt Hasselbeck,6,4,235,Boston Col.,Xaverian Brothers,MA,Green Bay Packers,Draft: Green Bay Packers in the 6th round (187th overall) of the 1998 NFL Draft.,
Tyron Johnson,6,1,193,LSU,Warren Easton,LA,NA,Pronunciation: \TIE-rin\,1/8/1996
Rod Smith,,,,,,,,,
James Washington,5,11,213,Oklahoma St.,Stamford,TX,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 2nd round (60th overall) of the 2018 NFL Draft.,4/2/1996
Christopher Herndon,6,4,253,Miami (FL),Norcross,GA,New York Jets,Draft: New York Jets in the 4th round (107th overall) of the 2018 NFL Draft.,
Jesse Chatman,5,8,215,Eastern Washington,Franklin,WA,,,
Rashad Jennings,6,1,234,Liberty,Jefferson Forest,VA,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 7th round (250th overall) of the 2009 NFL Draft.,
Dan Orlovsky,6,5,215,Connecticut,Shelton,CT,Detroit Lions,Draft: Detroit Lions in the 5th round (145th overall) of the 2005 NFL Draft.,
Quez Watkins,6,0,193,Southern Miss,Athens,AL,Philadelphia Eagles,Draft: Philadelphia Eagles in the 6th round (200th overall) of the 2020 NFL Draft.,
Colin Kaepernick,6,4,225,Nevada,Pitman,CA,San Francisco 49ers,Draft: San Francisco 49ers in the 2nd round (36th overall) of the 2011 NFL Draft.,
Kevin Dyson,6,1,208,Utah,Clearfield,UT,Tennessee Oilers,Draft: Tennessee Oilers in the 1st round (16th overall) of the 1998 NFL Draft.,
Najeh Davenport,6,1,247,Miami (FL),Miami Central,FL,Green Bay Packers,Draft: Green Bay Packers in the 4th round (135th overall) of the 2002 NFL Draft.,
Rashied Davis,5,9,187,San Jose St.,John F. Kennedy,CA,,"Twitter:
@RDavischarities
",
Robert Turbin,5,10,225,Utah St.,Irvington,CA,Seattle Seahawks,Draft: Seattle Seahawks in the 4th round (106th overall) of the 2012 NFL Draft.,
Andre Johnson,6,3,229,Miami (FL),Miami Senior,FL,Houston Texans,Draft: Houston Texans in the 1st round (3rd overall) of the 2003 NFL Draft.,7/11/1981
Kenbrell Thompkins,6,0,196,Cincinnati,Miami Northwestern,FL,,Pronunciation: \ken-BRELL\,
Josh Morgan,6,0,218,Virginia Tech,H.D. Woodson,DC,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (174th overall) of the 2008 NFL Draft.,
Travis Taylor,6,1,200,Florida,Camden County,GA,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (10th overall) of the 2000 NFL Draft.,
Mark Ingram,,,,,,,,,
J.R. Redmond,5,11,215,Arizona St.,Carson,CA,New England Patriots,Draft: New England Patriots in the 3rd round (76th overall) of the 2000 NFL Draft.,
Kris Mangum,6,4,252,Alabama,Magee,MS,Carolina Panthers,Draft: Carolina Panthers in the 7th round (228th overall) of the 1997 NFL Draft.,
Adrian Murrell,5,11,211,West Virginia,Leilehua,HI,New York Jets,Draft: New York Jets in the 5th round (120th overall) of the 1993 NFL Draft.,
Cedric Benson,5,11,227,Texas,Midland Lee,TX,Chicago Bears,Draft: Chicago Bears in the 1st round (4th overall) of the 2005 NFL Draft.,
Bishop Sankey,5,10,209,Washington,Gonzaga Prep,WA,Tennessee Titans,Draft: Tennessee Titans in the 2nd round (54th overall) of the 2014 NFL Draft.,
Eddie George,,,,,,,,,
Nick Mullens,6,0,210,Southern Miss,Spain Park,AL,,,
Cecil Shorts,6,0,200,Mount Union,Collinwood,OH,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 4th round (114th overall) of the 2011 NFL Draft.,
Dante Pettis,6,1,195,Washington,Jserra Catholic,CA,San Francisco 49ers,Draft: San Francisco 49ers in the 2nd round (44th overall) of the 2018 NFL Draft.,
MarTay Jenkins,6,0,201,Nebraska-Omaha,Waterloo North,IA,Dallas Cowboys,Draft: Dallas Cowboys in the 6th round (193rd overall) of the 1999 NFL Draft.,
Jordan Howard,6,0,224,Indiana,Gardendale,AL,Chicago Bears,Draft: Chicago Bears in the 5th round (150th overall) of the 2016 NFL Draft.,
Greg Dulcich,6,4,245,UCLA,St. Francis,CA,Denver Broncos,Draft: Denver Broncos in the 3rd round (80th overall) of the 2022 NFL Draft.,
Ryan Fitzpatrick,6,2,221,Harvard,Highland,AZ,St. Louis Rams,Draft: St. Louis Rams in the 7th round (250th overall) of the 2005 NFL Draft.,
Alex Green,6,0,220,Hawaii,Benson Polytechnic,OR,Green Bay Packers,Draft: Green Bay Packers in the 3rd round (96th overall) of the 2011 NFL Draft.,6/23/1988
Charcandrick West,5,10,205,Abilene Christian,Springhill,LA,,Pronunciation: \char-can-drick\,
Leslie Shepherd,5,11,186,Temple,Forestville Military Academy,MD,,,
Mike Davis,6,0,197,Texas,Skyline,TX,NA,,5/11/1992
Dalton Kincaid,6,4,240,San Diego,Faith Lutheran,NV,Buffalo Bills,Draft: Buffalo Bills in the 1st round (25th overall) of the 2023 NFL Draft.,
Justin Jackson,,,,,,,,,
Josh Freeman,6,6,240,Kansas St.,Grandview,MO,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 1st round (17th overall) of the 2009 NFL Draft.,
Sean Dawkins,6,4,215,California,Homestead,CA,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (16th overall) of the 1993 NFL Draft.,
Shaun King,6,1,228,Tulane,Gibbs,FL,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 2nd round (50th overall) of the 1999 NFL Draft.,
Corey Bradford,6,1,197,Hinds CC,Clinton,LA,Green Bay Packers,Draft: Green Bay Packers in the 5th round (150th overall) of the 1998 NFL Draft.,
LenDale White,6,1,235,USC,Chatfield,CO,Tennessee Titans,Draft: Tennessee Titans in the 2nd round (45th overall) of the 2006 NFL Draft.,
Charles Sims,6,0,211,West Virginia,Westbury,TX,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 3rd round (69th overall) of the 2014 NFL Draft.,
Tavon Austin,5,8,179,West Virginia,Paul Laurence Dunbar,MD,St. Louis Rams,Draft: St. Louis Rams in the 1st round (8th overall) of the 2013 NFL Draft.,
Taylor Heinicke,6,1,210,Old Dominion,Collins Hill,GA,,Pronunciation: \HIGH-nuh-kee\,
Elijah Mitchell,5,10,200,Louisiana,Erath,LA,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (194th overall) of the 2021 NFL Draft.,
Andrew Luck,6,4,240,Stanford,Stratford,TX,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (1st overall) of the 2012 NFL Draft.,
Andre Reed,6,2,190,Kutztown (PA),Louis E. Dieruff,PA,Buffalo Bills,Draft: Buffalo Bills in the 4th round (86th overall) of the 1985 NFL Draft.,
Ryan Torain,6,0,213,Arizona St.,Shawnee Mission Northwest,KS,Denver Broncos,Draft: Denver Broncos in the 5th round (139th overall) of the 2008 NFL Draft.,
Eric Decker,6,3,214,Minnesota,Rocori,MN,Denver Broncos,Draft: Denver Broncos in the 3rd round (87th overall) of the 2010 NFL Draft.,
James Thrash,6,0,200,Missouri Southern,Wewoka,OK,,,
Sage Rosenfels,6,4,222,Iowa St.,Maquoketa,IA,Washington Redskins,Draft: Washington Redskins in the 4th round (109th overall) of the 2001 NFL Draft.,
Delanie Walker,6,2,248,Central Missouri St.,Pomona,CA,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (175th overall) of the 2006 NFL Draft.,
Brian Leonard,6,2,226,Rutgers,Gouveneur,NY,St. Louis Rams,Draft: St. Louis Rams in the 2nd round (52nd overall) of the 2007 NFL Draft.,
James Starks,6,1,203,Buffalo,Niagara Falls,NY,Green Bay Packers,Draft: Green Bay Packers in the 6th round (193rd overall) of the 2010 NFL Draft.,
Devonta Freeman,5,8,206,Florida St.,Miami Edison,FL,Atlanta Falcons,Draft: Atlanta Falcons in the 4th round (103rd overall) of the 2014 NFL Draft.,
Vernand Morency,5,9,212,Oklahoma St.,Miami Northwestern,FL,Houston Texans,Draft: Houston Texans in the 3rd round (73rd overall) of the 2005 NFL Draft.,
Tiki Barber,5,10,205,Virginia,Cave Spring,VA,New York Giants,Draft: New York Giants in the 2nd round (36th overall) of the 1997 NFL Draft.,
Jerricho Cotchery,6,1,205,North Carolina St.,Phillips,AL,New York Jets,Draft: New York Jets in the 4th round (108th overall) of the 2004 NFL Draft.,
Nick Boyle,6,4,270,Delaware,High Point Regional,NJ,Baltimore Ravens,Draft: Baltimore Ravens in the 5th round (171st overall) of the 2015 NFL Draft.,
Aaron Hernandez,6,2,250,Florida,Bristol Central,CT,New England Patriots,Draft: New England Patriots in the 4th round (113th overall) of the 2010 NFL Draft.,
Justin Forsett,5,8,195,California,Polk,FL,Seattle Seahawks,Draft: Seattle Seahawks in the 7th round (233rd overall) of the 2008 NFL Draft.,
Matt Asiata,5,11,229,Snow College (UT),Hunter,UT,,Pronunciation: \ah-SEE-ah-ta\,
Kamar Aiken,6,2,216,Central Florida,Chaminade-Madonna,FL,,Pronunciation: \kuh-MARR\,
Rueben Randle,6,2,208,LSU,Bastrop,LA,New York Giants,Draft: New York Giants in the 2nd round (63rd overall) of the 2012 NFL Draft.,
Damien Williams,5,11,221,Oklahoma,Mira Mesa,CA,,,
Chase Edmonds,5,9,205,Fordham,Central Dauphin East,PA,Arizona Cardinals,Draft: Arizona Cardinals in the 4th round (134th overall) of the 2018 NFL Draft.,
Brock Osweiler,6,7,240,Arizona St.,Flathead,MT,Denver Broncos,Draft: Denver Broncos in the 2nd round (57th overall) of the 2012 NFL Draft.,
Darrius Heyward-Bey,6,2,210,Maryland,McDonogh School,MD,Oakland Raiders,Draft: Oakland Raiders in the 1st round (7th overall) of the 2009 NFL Draft.,
Kyle Boller,6,3,220,California,William S. Hart Union,CA,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (19th overall) of the 2003 NFL Draft.,
Lance Kendricks,6,3,250,Wisconsin,Rufus King International,WI,St. Louis Rams,Draft: St. Louis Rams in the 2nd round (47th overall) of the 2011 NFL Draft.,
David Garrard,6,1,235,East Carolina,Southern,NC,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 4th round (108th overall) of the 2002 NFL Draft.,
Marlon Brown,6,5,214,Georgia,Harding Academy,TN,,,
Todd Heap,6,5,252,Arizona St.,Mountain View,AZ,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (31st overall) of the 2001 NFL Draft.,
Tyrell Williams,6,4,210,Western Oregon,Cascade,OR,,Pronunciation: \TIE-rell\,
Bobby Engram,5,10,192,Penn St.,Camden,SC,Chicago Bears,Draft: Chicago Bears in the 2nd round (52nd overall) of the 1996 NFL Draft.,
Brandon Aiyuk,6,0,200,Arizona St.,McQueen,NV,San Francisco 49ers,Draft: San Francisco 49ers in the 1st round (25th overall) of the 2020 NFL Draft.,
Errict Rhett,5,11,210,Florida,McArthur,FL,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 2nd round (34th overall) of the 1994 NFL Draft.,
Steve Smith,,,,,,,,,
Laquon Treadwell,6,2,215,Mississippi,Crete-Monee,IL,Minnesota Vikings,Draft: Minnesota Vikings in the 1st round (23rd overall) of the 2016 NFL Draft.,
J.D. McKissic,5,10,195,Arkansas St.,Central,AL,,,
Marcel Shipp,5,11,230,Massachusetts,Milford Academy,CT,,,
Isaac Bruce,6,0,188,Memphis,Dillard,FL,Los Angeles Rams,Draft: Los Angeles Rams in the 2nd round (33rd overall) of the 1994 NFL Draft.,
James Jackson,,,,,,,,,
Darren Fells,6,7,270,UC Irvine,Fullerton Union,CA,,,
Rich Gannon,6,3,210,Delaware,St. Joseph's Prep,PA,New England Patriots,Draft: New England Patriots in the 4th round (98th overall) of the 1987 NFL Draft.,
Courtland Sutton,6,4,216,SMU,Brenham,TX,Denver Broncos,Draft: Denver Broncos in the 2nd round (40th overall) of the 2018 NFL Draft.,
Benjamin Watson,6,3,255,Duke,Northwestern,SC,New England Patriots,Draft: New England Patriots in the 1st round (32nd overall) of the 2004 NFL Draft.,
Desmond Ridder,6,3,207,Cincinnati,St. Xavier,KY,Atlanta Falcons,Draft: Atlanta Falcons in the 3rd round (74th overall) of the 2022 NFL Draft.,
Tony Scheffler,6,5,255,Western Michigan,Chelsea,MI,Denver Broncos,Draft: Denver Broncos in the 2nd round (61st overall) of the 2006 NFL Draft.,
Darren Waller,6,6,238,Georgia Tech,North Cobb,GA,Baltimore Ravens,Draft: Baltimore Ravens in the 6th round (204th overall) of the 2015 NFL Draft.,
Brad Smith,6,2,213,Missouri,Chaney,OH,New York Jets,Draft: New York Jets in the 4th round (103rd overall) of the 2006 NFL Draft.,12/12/1983
Mitchell Trubisky,6,2,220,North Carolina,Mentor,OH,Chicago Bears,Draft: Chicago Bears in the 1st round (2nd overall) of the 2017 NFL Draft.,
Zay Flowers,5,9,182,Boston Col.,University,FL,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (22nd overall) of the 2023 NFL Draft.,
Drew Sample,6,5,255,Washington,Newport,WA,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (52nd overall) of the 2019 NFL Draft.,
Tim Couch,6,4,220,Kentucky,Leslie Co.,KY,Cleveland Browns,Draft: Cleveland Browns in the 1st round (1st overall) of the 1999 NFL Draft.,
O.J. Howard,6,6,251,Alabama,Autauga Academy,AL,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 1st round (19th overall) of the 2017 NFL Draft.,
Russell Wilson,5,11,215,Wisconsin,Collegiate School,VA,Seattle Seahawks,Draft: Seattle Seahawks in the 3rd round (75th overall) of the 2012 NFL Draft.,
Bruce Gradkowski,6,1,217,Toledo,Seton-La Salle,PA,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 6th round (194th overall) of the 2006 NFL Draft.,
Brian Quick,6,3,215,Appalachian St.,Ridge View,SC,St. Louis Rams,Draft: St. Louis Rams in the 2nd round (33rd overall) of the 2012 NFL Draft.,
David Johnson,6,1,224,Grand Valley St.,Lloyd Memorial,KY,Arizona Cardinals,Draft: Arizona Cardinals in the 3rd round (86th overall) of the 2015 NFL Draft.,2/27/1989
Sedrick Irvin,5,11,226,Michigan St.,Miami Southridge,FL,Detroit Lions,Draft: Detroit Lions in the 4th round (103rd overall) of the 1999 NFL Draft.,
Robert Foster,,,,,,,,,
Garrison Hearst,5,11,215,Georgia,Lincoln Co.,GA,Phoenix Cardinals,Draft: Phoenix Cardinals in the 1st round (3rd overall) of the 1993 NFL Draft.,
Quinton Patton,6,0,204,Louisiana Tech,La Vergne,TN,San Francisco 49ers,Draft: San Francisco 49ers in the 4th round (128th overall) of the 2013 NFL Draft.,
Vince Young,6,5,232,Texas,Madison,TX,Tennessee Titans,Draft: Tennessee Titans in the 1st round (3rd overall) of the 2006 NFL Draft.,
Dede Westbrook,6,0,178,Blinn College (TX),C.H. Yoe,TX,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 4th round (110th overall) of the 2017 NFL Draft.,
Irv Smith,,,,,,,,,
Chris Hogan,6,1,210,Monmouth,Ramapo,NJ,NA,,10/24/1987
Andre Hastings,6,1,190,Georgia,Morrow,GA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (76th overall) of the 1993 NFL Draft.,
Kelley Washington,6,3,217,Tennessee,Sherando,VA,Cincinnati Bengals,Draft: Cincinnati Bengals in the 3rd round (65th overall) of the 2003 NFL Draft.,
Nyheim Hines,5,9,196,North Carolina St.,Garner Magnet,NC,Indianapolis Colts,Draft: Indianapolis Colts in the 4th round (104th overall) of the 2018 NFL Draft.,
Malcolm Brown,5,11,225,Texas,Steele,TX,,,
Trent Dilfer,6,4,225,Fresno St.,Aptos,CA,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 1st round (6th overall) of the 1994 NFL Draft.,
Mo Alie-Cox,6,5,267,Virginia Commonwealth,Middleburg Academy,VA,,"Twitter:
@MoAlie81
",
Marvin Harrison,6,0,185,Syracuse,Roman Catholic,PA,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (19th overall) of the 1996 NFL Draft.,
Travis Kelce,6,5,250,Cincinnati,Cleveland Heights,OH,Kansas City Chiefs,Draft: Kansas City Chiefs in the 3rd round (63rd overall) of the 2013 NFL Draft.,
Andre Caldwell,6,1,207,Florida,Jefferson,FL,Cincinnati Bengals,Draft: Cincinnati Bengals in the 3rd round (97th overall) of the 2008 NFL Draft.,
Noah Fant,6,4,249,Iowa,Omaha South,NE,Denver Broncos,Draft: Denver Broncos in the 1st round (20th overall) of the 2019 NFL Draft.,
Rod Gardner,6,2,213,Clemson,William M. Raines,FL,Washington Redskins,Draft: Washington Redskins in the 1st round (15th overall) of the 2001 NFL Draft.,
Antone Smith,5,9,190,Florida St.,Pahokee,FL,,Pronunciation: \ann-TONE\,
Drake London,6,4,213,USC,Moorpark,CA,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (8th overall) of the 2022 NFL Draft.,
Chris Ivory,6,0,223,Washington St.,Longview,TX,,"Twitter:
@ivory33
",
Jeff Garcia,6,1,200,San Jose St.,Gilroy,CA,,"Twitter:
@JeffGarciaJGFA
",
James Jett,5,10,165,West Virginia,Jefferson,WV,,,
Dan Campbell,6,5,265,Texas A&M,Glen Rose,TX,New York Giants,Draft: New York Giants in the 3rd round (79th overall) of the 1999 NFL Draft.,4/13/1976
Frank Gore,5,9,212,Miami (FL),Coral Gables,FL,San Francisco 49ers,Draft: San Francisco 49ers in the 3rd round (65th overall) of the 2005 NFL Draft.,
Itula Mili,6,4,260,BYU,Kahuku,HI,Seattle Seahawks,Draft: Seattle Seahawks in the 6th round (174th overall) of the 1997 NFL Draft.,
C.J. Stroud,6,3,218,Ohio St.,Rancho Cucamonga,CA,Houston Texans,Draft: Houston Texans in the 1st round (2nd overall) of the 2023 NFL Draft.,
Jerry Porter,,,,,,,,,
Jim Miller,6,2,226,Michigan St.,Kettering,MI,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 6th round (178th overall) of the 1994 NFL Draft.,2/9/1971
Mike McMahon,6,2,208,Rutgers,North Allegheny,PA,Detroit Lions,Draft: Detroit Lions in the 5th round (149th overall) of the 2001 NFL Draft.,
Cade McNown,6,1,208,UCLA,San Benito,CA,Chicago Bears,Draft: Chicago Bears in the 1st round (12th overall) of the 1999 NFL Draft.,
Cam Akers,5,10,217,Florida St.,Clinton,MS,Los Angeles Rams,Draft: Los Angeles Rams in the 2nd round (52nd overall) of the 2020 NFL Draft.,
Amos Zereoue,5,8,212,West Virginia,Mepham,NY,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (95th overall) of the 1999 NFL Draft.,
T.Y. Hilton,5,10,183,Florida International,Miami Springs,FL,Indianapolis Colts,Draft: Indianapolis Colts in the 3rd round (92nd overall) of the 2012 NFL Draft.,
Devin Thomas,6,2,215,Michigan St.,Canton,MI,Washington Redskins,Draft: Washington Redskins in the 2nd round (34th overall) of the 2008 NFL Draft.,
Miles Sanders,5,11,210,Penn St.,Woodland Hills,PA,Philadelphia Eagles,Draft: Philadelphia Eagles in the 2nd round (53rd overall) of the 2019 NFL Draft.,
